Title,Link,Published Date,Article Text
BrahMos Supersonic Missile Successfully Test-Fired From Mormugao Warship,https://idrw.org/brahmos-supersonic-missile-successfully-test-fired-from-mormugao-warship/,"May 14, 2023","SOURCE: PTI A BrahMos supersonic cruise missile was successfully test-fired from the Indian Navy’s frontline guided missile destroyer INS Mormugao, officials said on Sunday. The missile firing demonstrated the Indian Navy’s firepower at sea, they said. “INS Mormugao, the latest guided-missile destroyer, successfully hit ‘bulls eye’ during her maiden BrahMos supersonic cruise missile firing,” a Navy official said. “The ship and her potent weapon, both indigenous, mark another shining symbol of ‘AatmaNirbharta’ and Indian Navy’s firepower at sea,” the official added. The location of the test-firing of the missile is not immediately known. BrahMos Aerospace Pvt Ltd, an India-Russian joint venture, produces the supersonic cruise missiles that can be launched from submarines, ships, aircraft, or land platforms. BrahMos missile flies at a speed of 2.8 Mach or almost three times the speed of sound. India is also exporting the BrahMos missiles. In January last year, India sealed a $375 million deal with the Philippines for supplying three batteries of the missile."
"“Through SAARC, Not G-20”: Mehbooba Mufti On India Becoming ‘Vishwaguru’",https://idrw.org/through-saarc-not-g-20-mehbooba-mufti-on-india-becoming-vishwaguru/,"May 14, 2023","SOURCE: PTI The forthcoming G-20 meeting may be a “good promotion exercise” for the BJP at the international level but holding the SAARC summit and discussing problems in the region would help India in becoming a ‘Vishwaguru’, says the last chief minister of erstwhile Jammu and Kashmir state Mehbooba Mufti. Mr Mufti was speaking to PTI-video on the preparations for the G-20 grouping meeting on tourism in Srinagar from May 22 to 24. Amid strain in ties India-Pakistan ties, the biennial SAARC summits have not taken place since the 2014 meeting in Kathmandu. “We don’t live close to Australia, America or Japan which are members of G-20. We are living in this region and the SAARC caters to the problems of this region and if the government takes the initiative and has a summit of SAARC countries and addresses the problems that are being faced by this region including what is happening in Pakistan” that will help India to be the leader in the region and the world, she said. But the government “has to understand that the road leads through SAARC and not through G-20”, the Peoples Democratic Party (PDP) chief said. The G-20 event will be the first international meeting being held in Kashmir after the abrogation of Article 370 and bifurcation of the erstwhile state into two union territories — Jammu and Kashmir, and Ladakh — in August 2019. “As far as G-20 is concerned, it has been made into a BJP event because even the logo has been replaced by a lotus. It may be a kind of good promotion for the party itself and as far as Jammu and Kashmir is concerned, especially the Valley you have seen the way the crackdowns are going on…,” she said. However, the Jammu and Kashmir police denied any high-handedness saying that only those people against whom there is digital evidence of indulging in anti-national activities have been detained. Ms Mufti said that G-20 “may be a good PR exercise for BJP at international level but it is not going to make India the ‘Vishwaguru’ which they talk about”. It is the SAARC and if the leadership here takes an initiative to have a SAARC summit “that is something that can really establish the leadership of India in this region and ultimately it can establish its leadership in the world,” she opined. The South Asian Association for Regional Cooperation (SAARC), set up in December 1985, is a grouping of eight countries — India, Pakistan, Afghanistan, Bangladesh, Bhutan, Maldives, Nepal and Sri Lanka. The last planned summit scheduled to be held in Islamabad on November 15-19 in 2016 was called off as India expressed its inability to participate due to “prevailing circumstances” following a terror attack on an Indian Army camp in Uri in Jammu and Kashmir. Bangladesh, Bhutan and Afghanistan had also declined to participate. Kashmir will be hosting the third G-20 tourism working group meeting from May 22 and 24. The first working group meeting on tourism was held at Rann of Kutch in Gujarat in February and the second one at Siliguri in West Bengal in April. Even as authorities have spruced up the city for the event, Ms Mufti claimed that the roads of Srinagar have been “destroyed in a brutal way” and the “heritage stones have all been uprooted and replaced by some cheap kind of tiles, public toilet tiles.” While fiercely criticising the BJP, Ms Mufti maintains that PDP allying with the saffron party in 2014 to form the government was not a mistake She stressed that her father and former Union home minister Mufti Mohammed Sayeed wanted to safeguard Article 370, land and employment rights for the people of Jammu and Kashmir” and that is why he took a “bold step” and put everything at risk “including his credibility, his party, and his politics for a larger cause at stake”. “And today when we see the way they have dismantled everything, they have scrapped Article 370 unconstitutionally, it proved that my father was right in reaching out, engaging the BJP for a larger cause,” she said. Today, however, she feels that the gulf between Srinagar and New Delhi has not only expanded but “it has gone beyond repair”. She also said the conditions in J-K were “a far cry” from being conducive for holding elections. Asked about her views on the resumption of India-Pakistan dialogue and the situation in Pakistan, she said, “Why should they (India) decide to talk this time when they know Pakistan is in shambles. I mean, they know when to talk. They are much wiser than you and me.” She said that the judiciary and the media in Pakistan are “in a better form than in many other places in the world”. “I think Pakistan is in shambles and there are no two opinions about that, but there is a saving grace that is the judiciary and the media. They are holding the system accountable and that is something that may save the country ultimately,” she said. To a question about Pakistan pushing its agenda of terrorism in India, she said it is condemnable. On the Karnataka poll results, she said the people have “rejected the divisive agenda of the ruling party who even brought deities like Lord Hanuman into the narrative and talked about not needing Muslim votes”. “I salute the people of Karnataka that they have shown wisdom and voted on issues that are unemployment, inflation, and other problems. That is a good sign and I hope this is something that is carried forward even during parliamentary elections next year,” she` said. Ms Mufti again batted for Opposition unity. “If we have to save the country, we have to save the democracy in the country, we have to save the Constitution of this country, and for that, all the parties have to forget their differences and come together that is the most important thing to do if we want the idea of India to survive,” she said."
"“Multipolar World Feasible Is Only By Multipolar Asia,” Says S Jaishankar",https://idrw.org/multipolar-world-feasible-is-only-by-multipolar-asia-says-s-jaishankar-2/,"May 14, 2023","SOURCE: ANI External Affairs Minister S Jaishankar on Saturday (local time) laid stress on the multipolar world at the EU-Indo-Pacific Ministerial. “The Indo-Pacific is a complex and differentiated landscape that is best understood through more intensive engagement. A generous and strategic approach that caters to economic asymmetries will surely enhance the EU’s appeal. The more European Union and Indo-Pacific deal with each other, the stronger will be their respective appreciation of multi-polarity. And remember, a multipolar world, which the EU prefers, is feasible only by a multipolar Asia,” said Mr Jaishankar. He made the remarks while sharing his thoughts about the Indo-Pacific at the EU-India Pacific Ministerial Forum. Mr Jaishankar outlined six points reflecting capabilities, activities and endeavours among the nations of the Indo-Pacific. He said that the EU has major stakes in Indo-Pacific developments, especially concerning technology, connectivity, trade and finance. Jaishankar dealt with globalisation and established thinking at the forum. “Globalization is the overwhelming reality of our times. However, far apart, regions and nations cannot be impervious to significant events elsewhere. Nor can we cherry-pick them to our convenience. The European Union has major stakes in Indo-Pacific developments, especially as they pertain to technology, connectivity, trade and finance. It has to, in respect for, and observance of UNCLOS. Agnosticism on such matters is therefore no longer an option,” he said. Mr Jaishankar said that the artificial lines that separated theatres due to the politics of the day are now coming to terms with a more integrated existence. They also reflect different capabilities, broader activities and shared endeavours among the nations of the Indo-Pacific. Mr Jaishankar said that established thinking is being tested by the outcomes of the last two decades. “How to respond to non-market economics is proving to be a formidable challenge than most expected. The compulsions of the immediate are often in contradiction with the concerns of the medium-term. Therefore, conventional templates must give way to new thinking better suited to emerging realities,” said Mr Jaishankar. Indo-Pacific itself is increasingly central to the direction of global politics. Among the issues that it throws up, are the problems inherent in the established model of globalization. The EAM said that recent events have highlighted the problems with economic concentration, as also the need for diversification. “De-risking the global economy now involves both, more reliable and resilient supply chains, as well as promoting trust and transparency in the digital domain. EU and indeed the world is better off with additional drivers of production and growth,” he said. Mr Jaishankar said that transformations underway in India, like digital public delivery or green growth initiatives, merit the EU’s attention. India’s rapidly expanding global footprint will intersect with the EU more in the coming years. “In such an engagement with the Indo-Pacific, the EU will naturally seek like-minded partners. India is certainly among them. There may be historical and cultural divergences but at the end of the day, we are political democracies, market economies and pluralistic societies,” he said. Jaishankar while further evaluating Indo-Pacific laid stress on Quadrilateral Security Dialogue (QSD), commonly known as the Quad, a strategic security dialogue between Australia, India, Japan and the US. “Any evaluation of the Indo-Pacific will naturally factor in the Quad as a platform for global good. The agenda and the impact of the Quad have steadily expanded. I would also highlight the Indo-Pacific Economic Framework (IPEF) and the Maritime Domain Awareness initiatives as having potential significance. From an Indian perspective, let me also flag the Indo-Pacific Oceans Initiative (IPOI) we proposed in 2019. The EU will be comfortable with its objectives and may consider partnering in one of its pillars,” said Mr Jaishankar. He also underscored that India and the EU need a regular, comprehensive and candid dialogue, especially with regard to the Indo-Pacific."
‘Matter of concern for security of the state’: SC on ISRO scientist’s unauthorised association with,https://idrw.org/matter-of-concern-for-security-of-the-state-sc-on-isro-scientists-unauthorised-association-with/,"May 14, 2023","SOURCE: IANS The Supreme Court has upheld the dismissal of an Indian Space Research Organisation (ISRO) scientist — an expert on starting and transient flows in the solid rocket motors — for his unauthorised association with foreign institution, especially in the area of propulsion, which is a strategic research and development subject in the organization. A bench of Justices M.R. Shah and C.T. Ravikumar said it is not the mere unauthorised absence of the appellant that actually weighed with the authority and evidently, the organisation is perfectly justified in casting suspicion on the honesty, integrity, reliability, dependability, and trustworthiness in view of the factual situation. Justice Ravikumar, who authored the judgment on behalf of the bench, said the Centre’s stand that his unauthorised association with foreign institution, especially in the area of propulsion, which is a strategic research and development subject in the organisation and based on which the nation’s rocketry and ambitious launch vehicle programs are/were advancing, was a matter of concern for the security of the state. “When such acts/conduct occur/occurs from a scientist in a sensitive and strategic organisation, the decision to impose dismissal from service cannot be said to be illegal or absolutely unwarranted,” he said in the judgment delivered on Friday. The bench said that the continued association with a foreign agency/university, ignoring the fact that he is a responsible scientist in the ISRO, which is a highly sensitive and strategic research and development organisation under the Department of Space, if viewed suspiciously and thought that his further exposure to ISRO’s critical rocket technologies would create serious complications. “It cannot be said to be bereft of substance and not a matter of concern in regard to the security of the state,” it said. The bench said it does not find any reason to hold that the judgment of the Kerala High Court, dismissing the challenge against the order of the Central Administrative Tribunal (CAT), warrants any kind of interference in exercise of the power under Article 136 of the Constitution. “The appeal, therefore, must fail and accordingly it is dismissed, however, without any cost,” said the bench. Dr V.R. Sanal Kumar moved the apex court challenging the high court judgment delivered in January 2012, which dismissed his challenge against September 30, 2008 order of CAT. Kumar was initially appointed as Scientist/Engineer ‘SC’ in Group-A in Vikram Sarabhai Space Centre (VSSC), Thiruvananthapuram of ISRO on January 15, 1992. On July 1, 1999, he was promoted as Scientist/Engineer ‘SD’. On August 28, 2002, he was invited by Prof. H.D. Kim, Head of School of Mechanical Engineering, Andong National University, South Korea, to join as a postdoctoral trainee and to assist him for one year, recognising the appellant as a well-known expert on the starting and transient flows in the solid rocket motors. Kumar applied for leave, which was not approved, however he went to South Korea. The appellant, through an email on September 5, 2003, was informed that his leave was not sanctioned and he was required to report for duty not later than September 11, 2003. Meanwhile, the respondent organisation came to know he had published a technical paper as first author with a foreigner as one of the co-authors in the 39th American Institute of Aeronautics and Astronautics (AIAA) Joint Propulsion Conference, US held during July, 2003, without obtaining specific approval of the competent authority. Thereupon, disciplinary action was initiated against him and he was charge-sheeted on December 19, 2003, for unauthorised absence and publication of papers without following due procedure or obtaining approval. The appellant claimed he is a high-profile scientist with specialisation in rocket propulsion with proven credentials at par with NASA scientists. Kumar said that he is second to none in space programme and is having all potential to become the Chairman of ISRO and is the best suitable candidate for the post with immediate effect. The bench said there can be no doubt that the appellant has been working under ISRO since 1992, and he has gained sufficient experience on the subject. “leaving to a foreign country without prior permission and continuing there for a considerable long period despite advice and instructions to come back and continuing to associate with such a foreign organisation/university researching on rocketry, the respondent organisation cannot be said to have committed a flaw or fault in entertaining suspicion on his honesty, integrity, reliability, dependability and trustworthiness and above all to treat such acts as a matter of concern in relation to the security of the State,” said the bench. The bench also said the court cannot judge on the expediency or inexpediency to dispense with the inquiry as it was arrived at based on the subjective satisfaction of the President based on materials. Senior advocate Gopal Sankaranarayanan, representing the appellant, submitted that he was dismissed without inquiry in the manner provided under the Central Civil Services Rules. On behalf of the Centre, advocate Shailesh Madiyal submitted that ISRO employees are not allowed to go abroad and to take up assignments or research there, without permission."
"“Should understand what happened in East Pakistan, the atrocities committed”: Imran Khan",https://idrw.org/should-understand-what-happened-in-east-pakistan-the-atrocities-committed-imran-khan/,"May 14, 2023","SOURCE: ANI Former Pakistan Prime Minister and Pakistan Tehreek-e-Insaf (PTI) chief Imran Khan while addressing the nation on Saturday said people should understand the atrocities committed in East Pakistan (now Bangladesh). “Today, we should understand what happened in East Pakistan and the atrocities committed. The party there which won a majority and should have been Prime Minister, was denied their right,” the PTI chief said. “We lost half the country. We cannot imagine the damage done to the country. Because people make decisions behind closed doors, a handful of people that don’t know how the rest of the world is operating, make decisions,” Khan said. The PTI chief further said: “They don’t even allow people to assess the damage done because of their decisions. When the Hamoodur Commission Report was written, it was never published and after 25 years, it was published in India. This is not how counties function.” Khan said he wants to remind people about East Pakistan. He said it happened during his lifetime, in March 1971. “I went to play a match in East Pakistan against the U-19 team. Ours was the last flight out of East Pakistan. I still remember the hate people had towards East Pakistan. We were ignorant of what was happening because the media was controlled as it is today. The difference is, we, have social media today. And they shut down social media as well,” Khan said. “Because they wanted to promote their own narrative, that those protesting are rioters, they shut down social media, Facebook, Twitter, internet services. We can’t imagine the damage to the country’s economy. So, this is what happened in East Pakistan,” he added. On March 25, 1971, Pakistan Army launched ‘Operation Searchlight’, wherein a planned military operation was carried out by the Pakistani Army and its military which deliberately harmed hundreds of thousands of Bangladeshi citizens. According to The Friday Times, the 1971 genocide was destructive to Pakistan’s reputation. Pakistan’s generals however still don’t recognize the mass massacre they sponsored 50 years ago. West Pakistan under the leadership of General Tikka Khan and General Khan Niazi, was responsible for the deaths of over three million Bengalis, and the rape of some 400,000 women across the region."
Pak Army’s image takes beating as crowds ransack military property,https://idrw.org/pak-armys-image-takes-beating-as-crowds-ransack-military-property/,"May 14, 2023","SOURCE: IANS The inability of the security agencies for whatever reason to protect the symbols of the military might such as the GHQ, the Lahore Corps Commander’s residence and other properties has also dented the image of the Pakistan military’s invincibility, media reported. Though the period between the arrest and release has highlighted the deepening political polarisation in the country, some experts believe that the events of May 9 — which was declared as history’s dark chapter by the army — will have a negative impact on the PTI-establishment relationship, The Express Tribune reported. Pakistan Institute of Legislative Development and Transparency (Pildat) President Ahmed Bilal Mehboob feels that “the events of May 9 following the arrest of Imran Khan would have profound and adverse impact on the future relationship of the establishment and the PTI”. The Pildat chief said the rampage of PTI supporters and their attack on military installations and properties will eventually harm the public standing of the party, The Express Tribune reported. “Unless the perpetrators are quickly identified, prosecuted and punished, the wounds inflicted on May 9 will not heal,” he said. The Pakistan Army has entered the fray with an unprecedented challenge to the leader of a political party, writes Pakistan author F.S. Aijazuddin in Dawn. Aijazuddin wrote that the ISPR explicitly warned PTI leader Imran Khan. It advised “the political leader concerned to make a recourse to legal avenues and stop making false allegations”. Failing that, “the institution reserves the right to take legal course of action against patently false and malafide statements and propaganda.” Khan retorted that his accusations targeted individuals, not the institution per se. This clarification was not nearly enough. “Orders were issu­ed, presumably at the highest level within the powers that be and are, to arrest Imran Khan. On May 9, the Pakistani public witnessed for the umpteenth time the unedifying spectacle of yet another political leader being manhandled into a Black Maria for incarceration,” he wrote. “The backlash this time has been fierce. Images are being circulated on social media of attacks on GHQ and the house of the Lahore Corps Commander in flames. Both appeared unguarded. Their gates opened at the sight of a mob,” Aijazuddin wrote. Baqir Sajjad, Pakistan Fellow at Wilson Centre said on the Supreme Court for Imran Khan’s release said, “New definition for ‘release’ would have to be crafted. He is technically free man, but practically in custody and permitted to meet few people, who have been cleared. But I agree that not only today’s development, but whatsoever happened over past few days has been setback for the Army.” “When and where premises of military installations and Commanders’ houses were last breached by protesters. No one would dare even go to Rawalpindi’s Mall Road to stage a protest. That’s definitely nothing to be proud of, but it is a major change that has taken place,” Sajjad added. Director of the South Asia Institute at the Wilson Centre, Michael Kugelman, termed the arrest a “huge escalation in a long, ugly crisis”. He also pointed out that the arrest came following Imran’s reiteration of allegations against military officials, Dawn reported. “There are clear indications that there is a lack of agreement within the Army on the proper way forward,” Kugelman says, BBC reported. “My sense is that the senior-most Army leadership would be happy not to see him involved in politics any more, whereas many elements in the lower and middle ranks of the Army are big supporters of Khan. Khan has polarised politics, he’s polarised the public and he’s polarised the Army as well, which is a difficult feat to pull off.” As per the ISPR’s statement — detailed, pointed, no-holds-barred — protests “targeting Army property and installations” were part of a well-thought-out plan targeting the Army. The scenes that were witnessed on Tuesday (May 9) were indeed disturbing. PTI protesters ransacked, vandalised and even set on fire some public and private property. That they were able to set fire to the Corps Commander House in Lahore and enter territory belonging to key Army installations made for visuals that were deeply disturbing to the image of the state, The News said in an editorial. No wonder even PTI leaders were soon seen distancing themselves from these mobs. More than a hundred police officers were injured in Punjab and over a dozen in Peshawar as well. “The ISPR has said that this “group in political garb” has done what the country’s enemies could not do in 75 years, all in its “lust for power” and that the “Army showed patience and restraint and exercised extreme tolerance” despite knowing the orders, directives and complete pre-planning (were) by some sinister party leadership,” The News said. Since Tuesday, there had been murmurings about why and how the scale of protests had been ‘allowed’ to go on. The ISPR statement may have also been meant to put an end to the scores of social media forwards that have relentlessly talked about internal breakdowns, martial laws, coups and what not. There was a flurry of ‘audio leaks’ — a very Pakistani political tool that comes in handy at extremely convenient times — that seemed to suggest that these violent attacks and protests were pre-planned by the PTI. Some PTI leaders were arrested yesterday and political observers say that a crackdown is imminent in the wake of the alleged audios, The News said. The optics of Army installations being targeted or military officers homes being ransacked did no favour to the PTI. If rumours are to be believed, there is a chance the party may face a ‘ban’ though some observers say this step will be quite drastic, The News said. Pakistan is teetering after former Prime Minister Imran Khan was dramatically arrested by paramilitary troops on corruption charges, sparking a deadly outpouring of anger against the powerful military that has put the country on edge, CNN reported. Unrest has spread across multiple major cities, resulting in unprecedented scenes of defiant crowds breaking into military properties and setting the homes of Army personnel ablaze, directly challenging a usually untouchable force that has long sat at the apex of power in Pakistan, CNN reported. Since it won Independence in 1947, Pakistan has struggled with political instability, regime changes and coups with the military having a historically decisive role in who stays in power."
"EAM Jaishankar discusses Indo-Pacific, Ukraine war with his 8 counterparts in Sweden",https://idrw.org/eam-jaishankar-discusses-indo-pacific-ukraine-war-with-his-8-counterparts-in-sweden/,"May 14, 2023","SOURCE: PTI External Affairs Minister S Jaishankar has discussed a range of issues, including the Indo-Pacific and the Ukraine war, during his meetings here with his counterparts from France, Austria, Belgium, Bulgaria, Cyprus, Latvia, Lithuania and Romania. Jaishankar is on a three-day visit to Sweden to participate in the EU Indo-Pacific Ministerial Forum (EIPMF). He met his counterparts on the sidelines of the EIPMF on Saturday. “Glad to meet French Foreign Minister Catherine Colonna. Share her enthusiasm for making PM Narendra Modi’s visit to the Bastille Day a success. Exchanged views on the Indo-Pacific and G20,” he tweeted. Prime Minister Modi will attend this year’s Bastille Day Parade as the guest of honour on July 14. Modi was invited by French President Emmanuel Macron to attend the Parade in Paris. A contingent of the Indian armed forces will also participate in the parade along with their French counterparts, according to the Ministry of External Affairs. Jaishankar also met Austrian Foreign Minister Alexander Schallenberg and signed agreements on mobility and migration. “Warm and productive discussions with my friend FM @a_schallenberg of Austria. Signed agreements in Mobility and Migration. Discussed global issues, especially Ukraine and the Indo-Pacific,” he tweeted. In his first meeting with Belgium’s Foreign Minister Hadja Lahbib, Jaishankar agreed to take bilateral relationship and multilateral cooperation forward. He exchanged views with Bulgarian Foreign Minister Ivan Kondov and discussed growing bilateral and multilateral ties. With his counterpart from Cyprus Constantinos Kombos, Jaishankar discussed mobility and tourism. “Great to meet FM of Cyprus @ckombos after his appointment. Noted the potential for greater engagement. Spoke about mobility and tourism. Also discussed our multilateral collaboration,” he tweeted. Jaishankar met Latvian Foreign Minister Edgars Rinkevics and discussed ways to strengthen bilateral ties amid the Ukraine conflict. “Good meeting with FM @edgarsrinkevics of Latvia on EU-Indo-Pacific Ministerial sidelines. Spoke about strengthening our bilateral relationship and on repercussions of Ukraine conflict. Also discussed our multilateral cooperation,” he said in a series of tweets. “A good conversation on bilateral cooperation and Indo-Pacific with FM @GLandsbergis of Lithuania. Also discussed Europe’s perspectives of the world from our vantage points. Agreed to stay in touch,” he tweeted after his meeting with Lithuanian Foreign Minister Gabrielius Landsbergis. Jaishankar thanked his Romanian counterpart Bogdan Aurescu for the facilitation of Operation Ganga, an evacuation mission to bring back all the Indian nationals who were stranded in Ukraine. “Caught up with Romanian colleague FM @BogdanAurescu on EU-Indo-Pacific Ministerial sidelines. Thanked him for OperationGanga facilitation. Discussed defense and energy collaboration. Benefited from his perspectives of the region,” he tweeted. Jaishankar arrived in Sweden from Bangladesh where he addressed the 6th Indian Ocean Conference on Friday."
"Govt to roll out lost mobile blocking, tracking system pan-India on May 17",https://idrw.org/govt-to-roll-out-lost-mobile-blocking-tracking-system-pan-india-on-may-17/,"May 14, 2023","SOURCE: PTI People will be able to block and track their lost or stolen mobile phones across India with the rollout of a tracking system by the government this week, a senior government official said. Technology development body Centre for Department of Telematics (CDoT) has been running the pilot of the CEIR system in some of the telecom circles, including Delhi, Maharashtra, Karnataka, and North East region, and the system is now ready for pan-India deployment, a DoT official, who did not wish to be identified, told PTI. “The CEIR system is scheduled for pan-India launch on May 17,” the official said. When contacted, Chief Executive Officer and Chairman Project Board at CDoT Rajkumar Upadhyay did not confirm the date but confirmed that the technology is ready for pan-India deployment. “The system is ready and now it will be deployed across India in this quarter. This will enable people to block and track their lost mobile phones,” Upadhyay said. CDoT has been able to add features to check the use of cloned mobile phones across all telecom networks. The government has made it mandatory to disclose IMEI—a 15-digit unique numeric identifier—of mobile devices before their sale in India. The mobile networks will have access to the list of approved IMEI numbers which will check the entry of any unauthorised mobile phones on their network. Telecom operators and CEIR system will have visibility into IMEI number of the device and mobile number linked to it, and the information is being used in some states to track your lost or stolen mobiles through CEIR. “One of the common practices is that miscreants change IMEI number of stolen mobile phones which prevents tracking and blocking of such handsets. It was a national security issue. The CEIR will be able to block any cloned mobile phones on the network with the help of various databases,” Upadhyay said. The basic purpose of CEIR is to ease reporting of stolen and lost mobiles and block the use of mobiles all over the country. This will discourage the theft of mobile phones, enable the tracing of the stolen and lost mobiles to the police, detection of cloned or counterfeit mobiles, restrict the use of such cloned mobiles, as well as protect the interest of the consumers by making them aware of the information related to fake and cloned mobile phones. Recently, Karnataka Police recovered and handed over more than 2,500 lost mobile phones to their owners using the CEIR system. Apple already has a system to track lost mobile phones with the help of Apple ID but major issues have been around Android mobile phones. With the new system in place, it will be futile to use stolen mobile phones. “The system has an in-built mechanism which will also check the smuggling of phones and help the government from revenue loss to the exchequer as well,” Upadhyay added."
"MEA Secy Kumar meets top officials of Cambodia, Vietnam at 6th Indian Ocean Conference in Dhaka",https://idrw.org/mea-secy-kumar-meets-top-officials-of-cambodia-vietnam-at-6th-indian-ocean-conference-in-dhaka/,"May 14, 2023","SOURCE: ANI Ministry of External Affairs Secretary (East), Saurabh Kumar on Saturday met top officials of Cambodia and Vietnam on the last day of the 6th Indian Ocean Conference in Dhaka. He also met Secretary Generals of BIMSTEC (Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation), and of SAARC (South Asian Association for Regional Cooperation). Both countries, India and Cambodia agreed to strengthen cooperation in development projects, and cultural cooperation including the restoration of temples, in Kumar’s meeting with Dr Soeung Rathchavy, Secretary of State, MoFA Cambodia. MEA Official Spokesperson, Arindam Bagchi tweeted, “Secy (East) @AmbSaurabhKumar met Secy of State, MoFA Cambodia, Dr. Soeung Rathchavy. Both sides agreed to deepen cooperation in development projects, cultural cooperation including restoration of temples, demining & defense exchanges.” In his meeting with Deputy Minister of Vietnam, Do Hung Viet, both countries expressed satisfaction at the progress in India-Vietnam Comprehensive Strategic Partnership. “Secy (East) @AmbSaurabhKumar held meeting with Deputy Minister @MOFAVietNam Do Hung Viet. They expressed satisfaction at the progress in – Comprehensive Strategic Partnership. Also discussed cooperation in areas of trade, investment, defense, energy,” Bagchi added. MEA Secretary (East) also met Secretary General of BIMSTEC, Tenzin Lekphell and congratulated him for successfully holding BIMSTEC Ministerial Meeting in March 2023.His tweet also read, “In his meeting with Secy General @BimstecInDhaka Tenzin Lekphell, Secy (East) @AmbSaurabhKumar congratulated SG for the successful holding of the BIMSTEC Ministerial Meeting in March 2023. Expressed ‘s strong support for BIMSTEC & discussed BIMSTEC Summit and other meetings.” In his meeting with Esala Ruwan the outgoing Secretary General of SAARC, Kumar expressed his gratitude for his leadership and his contributions to the organisation. “Secy (East) @AmbSaurabhKumar also met outgoing Secy General @SaarcSec Esala Ruwan Weerakoon. Secy (East) thanked SG for the latter’s leadership of the Secretariat and his contributions to the organization,” the tweet thread said. External Affairs Minister S Jaishankar also participated in the 6th Indian Ocean Conference."
Encounter Breaks Out In Jammu And Kashmir’s Anantnag,https://idrw.org/encounter-breaks-out-in-jammu-and-kashmirs-anantnag/,"May 14, 2023","SOURCE: ANI An encounter broke out in the Andwan Sagam area of Jammu and Kashmir’s Anantnag, the police said on Sunday morning. Jammu and Kashmir Police and security forces are on the job. “#Encounter has started at Andwan Sagam area of #Anantnag. Police and security forces are on the job,” Kashmir Zone Police tweeted. Further details are awaited. In the early hours on Saturday, Indian Army troops foiled an infiltration bid in the Uri sector of Jammu and Kashmir, forcing the quadcopter flown by Pakistan to withdraw, an Army source told ANI. On May 3, Indian Army had foiled an infiltration bid in Kupwara and eliminated two terrorists in an encounter."
ALH-Dhruv fleet to be equipped with Kevlar safety screens to protect machine gun operators,https://idrw.org/alh-dhruv-fleet-to-be-equipped-with-kevlar-safety-screens-to-protect-machine-gun-operators/,"May 14, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG The No.3 Base Repair Depot of the Indian Air Force (IAF) in Chandigarh has taken up an important project to develop Kevlar safety screens for the protection of machine gun operators during operations on board transport helicopters. Machine guns are mounted in the doorframes of these helicopters to provide fire support during special heli-borne operations such as airborne assault, troop insertion, or search and rescue missions in hostile territories. Such situations make the gunner vulnerable to enemy ground fire, and the Kevlar safety screens will offer much-needed protection. The development of Kevlar screens is considered a critical component, as they are required to be effective in various operational environments and at temperatures ranging from minus 40 degrees Celsius to 50 degrees Celsius. Kevlar is a lightweight and strong fibre that has various industrial applications, including the manufacturing of bullet-resistant equipment such as personal armor and ballistic shields. Its high tensile strength-to-weight ratio makes it five times stronger than steel, making it an ideal choice for protection against gunfire. The IAF has proposed that special safety screens be designed for the Mark-III version of the Dhruv helicopter. The screens must be able to withstand the rigors of operational use, and the project team is working to ensure that they are effective in all scenarios. The screens will be an essential addition to the safety equipment on board transport helicopters, and their development is being given utmost priority by the IAF."
"In a joint operation, narco-terror module busted in J&K’s Kupwara; 4 held",https://idrw.org/in-a-joint-operation-narco-terror-module-busted-in-jks-kupwara-4-held/,"May 14, 2023","SOURCE: IANS In a major success against inter-state narco-terror smuggling syndicate originating from Pakistan-Occupied Jammu and Kashmir (PoJK), Indian Army along with Jammu and Kashmir Police have arrested four smugglers involved in running the module in north Kashmir’s Kupwara district, officials said. “Acting on a credible input regarding a Punjab-based narco smuggler that had arrived in the district at a pre-decided location to take a consignment of narcotics, a joint search operation by Indian Army along with Jammu and Kashmir Police was launched in Zurhama area of Trehgam police station on May 12, 2023, at 18:30 hrs at Zurhama,” the Army said. “On termination of the search operation, four persons, including a non-local were arrested, while they were in the process of exchanging nearly eight kg of smuggled narcotics and Rs five lakh of Indian currency.” The Army added that during the preliminary investigations, it has revealed that the narcotics consignment was sent by two POJK-based terrorist handlers of Lashkar-e-Taiba (LeT). “This is yet another example of the nefarious designs of Pakistan-based terror groups to disrupt peace and harmony in the Valley. However, Indian Army and all security forces of Jammu and Kashmir remains steadfast in their task to not to allow the adversary to disturb stability in Kashmir,” the Army said."
